Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Mimic,XMM,"[""M""]",monstrosity,"[""N""]",[12],"{""average"": 58, ""formula"": ""9d8 + 18""}","{""walk"": 20}",17,12,15,5,13,8,,"{""stealth"": ""+5""}",11,,2,"[{""name"": ""Adhesive (Object Form Only)"", ""entries"": [""The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic has the {@condition Grappled|XPHB} condition (escape {@dc 13}). Ability checks made to escape this grapple have {@variantrule Disadvantage|XPHB}.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 5} (with {@variantrule Advantage|XPHB} if the target is {@condition Grappled|XPHB} by the mimic), reach 5 ft. {@h}7 ({@damage 1d8 + 3}) Piercing damage—or 12 ({@damage 2d8 + 3}) Piercing damage if the target is {@condition Grappled|XPHB} by the mimic—plus 4 ({@damage 1d8}) Acid damage.""]}, {""name"": ""Pseudopod"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}7 ({@damage 1d8 + 3}) Bludgeoning damage plus 4 ({@damage 1d8}) Acid damage. If the target is a Large or smaller creature, it has the {@condition Grappled|XPHB} condition (escape {@dc 13}). Ability checks made to escape this grapple have {@variantrule Disadvantage|XPHB}.""]}]","[{""name"": ""Shape-Shift"", ""entries"": [""The mimic shape-shifts to resemble a Medium or Small object while retaining its game statistics, or it returns to its true blob form. Any equipment it is wearing or carrying isn't transformed.""]}]",,,
Minotaur of Baphomet,XMM,"[""L""]",monstrosity,"[""C"", ""E""]",[14],"{""average"": 85, ""formula"": ""10d10 + 30""}","{""walk"": 40}",18,11,16,6,16,9,,"{""perception"": ""+7"", ""survival"": ""+7""}",17,"[""Abyssal""]",3,,"[{""name"": ""Abyssal Glaive"", ""entries"": [""{@atkr m} {@hit 6}, reach 10 ft. {@h}10 ({@damage 1d12 + 4}) Slashing damage plus 10 ({@damage 3d6}) Necrotic damage.""]}, {""name"": ""Gore {@recharge 5}"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}18 ({@damage 4d6 + 4}) Piercing damage. If the target is a Large or smaller creature and the minotaur moved 10+ feet straight toward it immediately before the hit, the target takes an extra 10 ({@damage 3d6}) Piercing damage and has the {@condition Prone|XPHB} condition.""]}]",,,,
Minotaur Skeleton,XMM,"[""L""]",undead,"[""L"", ""E""]",[12],"{""average"": 45, ""formula"": ""6d10 + 12""}","{""walk"": 40}",18,11,15,6,8,5,,,9,"[""understands Abyssal but can't speak""]",2,,"[{""name"": ""Gore"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}11 ({@damage 2d6 + 4}) Piercing damage. If the target is a Large or smaller creature and the skeleton moved 20+ feet straight toward it immediately before the hit, the target takes an extra 9 ({@damage 2d8}) Piercing damage and has the {@condition Prone|XPHB} condition.""]}, {""name"": ""Slam"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}15 ({@damage 2d10 + 4}) Bludgeoning damage.""]}]",,,,
Mule,XMM,"[""M""]",beast,"[""U""]",[10],"{""average"": 11, ""formula"": ""2d8 + 2""}","{""walk"": 40}",14,10,13,2,10,5,"{""str"": ""+4""}",,10,,1/8,"[{""name"": ""Beast of Burden"", ""entries"": [""The mule counts as one size larger for the purpose of determining its carrying capacity.""]}]","[{""name"": ""Hooves"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}4 ({@damage 1d4 + 2}) Bludgeoning damage.""]}]",,,,
Mummy,XMM,"[""S"", ""M""]",undead,"[""L"", ""E""]",[11],"{""average"": 58, ""formula"": ""9d8 + 18""}","{""walk"": 20}",16,8,15,6,12,12,"{""wis"": ""+3""}",,11,"[""Common plus two other languages""]",3,,"[{""name"": ""Multiattack"", ""entries"": [""The mummy makes two Rotting Fist attacks and uses Dreadful Glare.""]}, {""name"": ""Rotting Fist"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}8 ({@damage 1d10 + 3}) Bludgeoning damage plus 10 ({@damage 3d6}) Necrotic damage. If the target is a creature, it is cursed. While cursed, the target can't regain {@variantrule Hit Points|XPHB}, its {@variantrule Hit Points|XPHB|Hit Point} maximum doesn't return to normal when finishing a {@variantrule Long Rest|XPHB}, and its {@variantrule Hit Points|XPHB|Hit Point} maximum decreases by 10 ({@dice 3d6}) every 24 hours that elapse. A creature dies and turns to dust if reduced to 0 {@variantrule Hit Points|XPHB} by this attack.""]}, {""name"": ""Dreadful Glare"", ""entries"": [""{@actSave wis} {@dc 11}, one creature the mummy can see within 60 feet. {@actSaveFail} The target has the {@condition Frightened|XPHB} condition until the end of the mummy's next turn. {@actSaveSuccess} The target is immune to this mummy's Dreadful Glare for 24 hours.""]}]",,,,
Mummy Lord,XMM,"[""S"", ""M""]","{""type"": ""undead"", ""tags"": [""cleric""]}","[""L"", ""E""]",[17],"{""average"": 187, ""formula"": ""25d8 + 75""}","{""walk"": 30}",18,10,17,11,19,16,"{""int"": ""+5"", ""wis"": ""+9""}","{""history"": ""+5"", ""perception"": ""+9"", ""religion"": ""+5""}",19,"[""Common plus three other languages""]","{""cr"": ""15"", ""xpLair"": 15000}","[{""name"": ""Legendary Resistance (3/Day, or 4/Day in Lair)"", ""entries"": [""If the mummy fails a saving throw, it can choose to succeed instead.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The mummy has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}, {""name"": ""Undead Restoration"", ""entries"": [""If destroyed, the mummy gains a new body in 24 hours if its heart is intact, reviving with all its {@variantrule Hit Points|XPHB}. The new body appears in an unoccupied space within the mummy's lair. The heart is a Tiny object that has AC 17, HP 10, and {@variantrule Immunity|XPHB} to all damage except Fire.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The mummy makes one Rotting Fist or Channel Negative Energy attack, and it uses Dreadful Glare.""]}, {""name"": ""Rotting Fist"", ""entries"": [""{@atkr m} {@hit 9}, reach 5 ft. {@h}15 ({@damage 2d10 + 4}) Bludgeoning damage plus 10 ({@damage 3d6}) Necrotic damage. If the target is a creature, it is cursed. While cursed, the target can't regain {@variantrule Hit Points|XPHB}, it gains no benefit from finishing a {@variantrule Long Rest|XPHB}, and its {@variantrule Hit Points|XPHB|Hit Point} maximum decreases by 10 ({@dice 3d6}) every 24 hours that elapse. A creature dies and turns to dust if reduced to 0 {@variantrule Hit Points|XPHB} by this attack.""]}, {""name"": ""Channel Negative Energy"", ""entries"": [""{@atkr r} {@hit 9}, range 60 ft. {@h}25 ({@damage 6d6 + 4}) Necrotic damage.""]}, {""name"": ""Dreadful Glare"", ""entries"": [""{@actSave wis} {@dc 17}, one creature the mummy can see within 60 feet. {@actSaveFail} 25 ({@damage 6d6 + 4}) Psychic damage, and the target has the {@condition Paralyzed|XPHB} condition until the end of the mummy's next turn.""]}]",,"[{""name"": ""Whirlwind of Sand"", ""entries"": [""{@actTrigger} The mummy is hit by an attack roll. {@actResponse} The mummy adds 2 to its AC against the attack, possibly causing the attack to miss, and the mummy teleports up to 60 feet to an unoccupied space it can see. Each creature of its choice that it can see within 5 feet of its destination space has the {@condition Blinded|XPHB} condition until the end of the mummy's next turn.""]}]","[{""name"": ""Glare"", ""entries"": [""The mummy uses Dreadful Glare. The mummy can't take this action again until the start of its next turn.""]}, {""name"": ""Necrotic Strike"", ""entries"": [""The mummy makes one Rotting Fist or Channel Negative Energy attack.""]}]","[{""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The mummy casts one of the following spells, requiring no Material components and using Wisdom as the spellcasting ability (spell save {@dc 17}, {@hit 9} to hit with spell attacks):""], ""will"": [""{@spell Dispel Magic|XPHB}"", ""{@spell Thaumaturgy|XPHB}""], ""daily"": {""1e"": [""{@spell Animate Dead|XPHB}"", ""{@spell Harm|XPHB}"", ""{@spell Insect Plague|XPHB} (level 7 version)""]}, ""ability"": ""wis"", ""displayAs"": ""action""}, {""name"": ""Dread Command"", ""type"": ""spellcasting"", ""headerEntries"": [""The mummy casts {@spell Command|XPHB} (level 2 version), using the same spellcasting ability as Spellcasting. The mummy can't take this action again until the start of its next turn.""], ""legendary"": {""1"": [""{@spell Command|XPHB} (level 2 version)""]}, ""ability"": ""wis"", ""displayAs"": ""legendary"", ""hidden"": [""legendary""]}]"
Nalfeshnee,XMM,"[""L""]","{""type"": ""fiend"", ""tags"": [""demon""]}","[""C"", ""E""]",[18],"{""average"": 184, ""formula"": ""16d10 + 96""}","{""walk"": 20, ""fly"": 30}",21,10,22,19,12,15,"{""con"": ""+11"", ""int"": ""+9"", ""wis"": ""+6"", ""cha"": ""+7""}",,11,"[""Abyssal; telepathy 120 ft.""]",13,"[{""name"": ""Demonic Restoration"", ""entries"": [""If the nalfeshnee dies outside the Abyss, its body dissolves into ichor, and it gains a new body instantly, reviving with all its {@variantrule Hit Points|XPHB} somewhere in the Abyss.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The nalfeshnee has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The nalfeshnee makes three Rend attacks.""]}, {""name"": ""Rend"", ""entries"": [""{@atkr m} {@hit 10}, reach 10 ft. {@h}16 ({@damage 2d10 + 5}) Slashing damage plus 11 ({@damage 2d10}) Force damage.""]}, {""name"": ""Teleport"", ""entries"": [""The nalfeshnee teleports up to 120 feet to an unoccupied space it can see.""]}]","[{""name"": ""Horror Nimbus {@recharge 5}"", ""entries"": [""{@actSave wis} {@dc 15}, each creature in a 15-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the nalfeshnee. {@actSaveFail} 28 ({@damage 8d6}) Psychic damage, and the target has the {@condition Frightened|XPHB} condition for 1 minute, until it takes damage, or until it ends its turn with the nalfeshnee out of line of sight. {@actSaveSuccess} The target is immune to this nalfeshnee's Horror Nimbus for 24 hours.""]}]","[{""name"": ""Pursuit"", ""entries"": [""{@actTrigger} Another creature the nalfeshnee can see ends its move within 120 feet of the nalfeshnee. {@actResponse} The nalfeshnee uses Teleport, but its destination space must be within 10 feet of the triggering creature.""]}]",,
Night Hag,XMM,"[""M""]",fiend,"[""N"", ""E""]",[17],"{""average"": 112, ""formula"": ""15d8 + 45""}","{""walk"": 30}",18,15,16,16,14,16,,"{""deception"": ""+6"", ""insight"": ""+5"", ""perception"": ""+5"", ""stealth"": ""+5""}",15,"[""Abyssal"", ""Common"", ""Infernal"", ""Primordial""]",5,"[{""name"": ""Magic Resistance"", ""entries"": [""The hag has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}, {""name"": ""Soul Bag"", ""entries"": [""The hag has a soul bag. While holding or carrying the bag, the hag can use its Nightmare Haunting action."", ""The bag has AC 15, HP 20, and {@variantrule Resistance|XPHB} to all damage. The bag turns to dust if reduced to 0 {@variantrule Hit Points|XPHB}. If the bag is destroyed, any souls the bag is holding are released. The hag can create a new bag after 7 days.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The hag makes two Claw attacks.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 7}, reach 5 ft. {@h}13 ({@damage 2d8 + 4}) Slashing damage.""]}]","[{""name"": ""Shape-Shift"", ""entries"": [""The hag shape-shifts into a Small or Medium Humanoid, or it returns to its true form. Other than its size, its game statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed.""]}]",,,"[{""name"": ""Coven Magic"", ""type"": ""spellcasting"", ""headerEntries"": [""While within 30 feet of at least two hag allies, the hag can cast one of the following spells, requiring no Material components, using the spell's normal casting time, and using Intelligence as the spellcasting ability (spell save {@dc 14}): {@spell Augury|XPHB}, {@spell Find Familiar|XPHB}, {@spell Identify|XPHB}, {@spell Locate Object|XPHB}, {@spell Scrying|XPHB}, or {@spell Unseen Servant|XPHB}. The hag must finish a {@variantrule Long Rest|XPHB} before using this trait to cast that spell again.""], ""restLong"": {""1"": [""{@spell Augury|XPHB}"", ""{@spell Find Familiar|XPHB}"", ""{@spell Identify|XPHB}"", ""{@spell Locate Object|XPHB}"", ""{@spell Scrying|XPHB}"", ""{@spell Unseen Servant|XPHB}""]}, ""ability"": ""int"", ""hidden"": [""restLong""]}, {""name"": ""Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The hag casts one of the following spells, requiring no Material components and using Intelligence as the spellcasting ability (spell save {@dc 14}):""], ""will"": [""{@spell Detect Magic|XPHB}"", ""{@spell Etherealness|XPHB}"", ""{@spell Magic Missile|XPHB} (level 4 version)""], ""daily"": {""2e"": [""{@spell Phantasmal Killer|XPHB}"", ""{@spell Plane Shift|XPHB} (self only)""]}, ""ability"": ""int"", ""displayAs"": ""action""}, {""name"": ""Nightmare Haunting (1/Day; Requires Soul Bag)"", ""type"": ""spellcasting"", ""headerEntries"": [""While on the Ethereal Plane, the hag casts {@spell Dream|XPHB}, using the same spellcasting ability as Spellcasting. Only the hag can serve as the spell's messenger, and the target must be a creature the hag can see on the Material Plane. The spell fails and is wasted if the target is under the effect of the {@spell Protection from Evil and Good|XPHB} spell or within a {@spell Magic Circle|XPHB} spell."", ""If the target takes damage from the {@spell Dream|XPHB} spell, the target's {@variantrule Hit Points|XPHB|Hit Point} maximum decreases by an amount equal to that damage. If the spell kills the target, its soul is trapped in the hag's soul bag, and the target can't be raised from the dead until its soul is released.""], ""daily"": {""1"": [""{@spell Dream|XPHB}"", ""{@spell Protection from Evil and Good|XPHB}"", ""{@spell Magic Circle|XPHB}""]}, ""ability"": ""int"", ""displayAs"": ""action"", ""hidden"": [""daily""]}]"
Nightmare,XMM,"[""L""]",fiend,"[""N"", ""E""]",[13],"{""average"": 68, ""formula"": ""8d10 + 24""}","{""walk"": 60, ""fly"": {""number"": 90, ""condition"": ""(hover)""}, ""canHover"": true}",18,15,16,10,13,15,,,11,"[""understands Abyssal"", ""Common"", ""and Infernal but can't speak""]",3,"[{""name"": ""Confer Fire Resistance"", ""entries"": [""The nightmare can grant {@variantrule Resistance|XPHB} to Fire damage to a rider while it is on the nightmare.""]}, {""name"": ""Illumination"", ""entries"": [""The nightmare sheds {@variantrule Bright Light|XPHB} in a 10-foot radius and {@variantrule Dim Light|XPHB} for an additional 10 feet.""]}]","[{""name"": ""Hooves"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}13 ({@damage 2d8 + 4}) Bludgeoning damage plus 10 ({@damage 3d6}) Fire damage.""]}, {""name"": ""Ethereal Stride"", ""entries"": [""The nightmare and up to three willing creatures within 5 feet of it teleport to the Ethereal Plane from the Material Plane or vice versa.""]}]",,,,
Noble,XMM,"[""S"", ""M""]",humanoid,"[""N""]",[15],"{""average"": 9, ""formula"": ""2d8""}","{""walk"": 30}",11,12,11,12,14,16,,"{""deception"": ""+5"", ""insight"": ""+4"", ""persuasion"": ""+5""}",12,"[""Common plus two other languages""]",1/8,,"[{""name"": ""Rapier"", ""entries"": [""{@atkr m} {@hit 3}, reach 5 ft. {@h}5 ({@damage 1d8 + 1}) Piercing damage.""]}]",,"[{""name"": ""Parry"", ""entries"": [""{@actTrigger} The noble is hit by a melee attack roll while holding a weapon. {@actResponse} The noble adds 2 to its AC against that attack, possibly causing it to miss.""]}]",,
Ochre Jelly,XMM,"[""L""]",ooze,"[""U""]",[8],"{""average"": 52, ""formula"": ""7d10 + 14""}","{""walk"": 20, ""climb"": 20}",15,6,14,2,6,1,,,8,,2,"[{""name"": ""Amorphous"", ""entries"": [""The jelly can move through a space as narrow as 1 inch without expending extra movement to do so.""]}, {""name"": ""Spider Climb"", ""entries"": [""The jelly can climb difficult surfaces, including along ceilings, without needing to make an ability check.""]}]","[{""name"": ""Pseudopod"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}12 ({@damage 3d6 + 2}) Acid damage.""]}]",,"[{""name"": ""Split"", ""entries"": [""{@actTrigger} While the jelly is Large or Medium and has 10+ {@variantrule Hit Points|XPHB}, it becomes {@status Bloodied|XPHB} or is subjected to Lightning or Slashing damage. {@actResponse} The jelly splits into two new Ochre Jellies. Each new jelly is one size smaller than the original jelly and acts on its {@variantrule Initiative|XPHB}. The original jelly's {@variantrule Hit Points|XPHB} are divided evenly between the new jellies (round down).""]}]",,
Octopus,XMM,"[""S""]",beast,"[""U""]",[12],"{""average"": 3, ""formula"": ""1d6""}","{""walk"": 5, ""swim"": 30}",4,15,11,3,10,4,,"{""perception"": ""+2"", ""stealth"": ""+6""}",12,,0,"[{""name"": ""Compression"", ""entries"": [""The octopus can move through a space as narrow as 1 inch without expending extra movement to do so.""]}, {""name"": ""Water Breathing"", ""entries"": [""The octopus can breathe only underwater.""]}]","[{""name"": ""Tentacles"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}1 Bludgeoning damage.""]}]",,"[{""name"": ""Ink Cloud (1/Day)"", ""entries"": [""{@actTrigger} A creature ends its turn within 5 feet of the octopus while underwater. {@actResponse} The octopus releases ink that fills a 5-foot {@variantrule Cube [Area of Effect]|XPHB|Cube} centered on itself, and the octopus moves up to its {@variantrule Swim Speed|XPHB}. The {@variantrule Cube [Area of Effect]|XPHB|Cube} is {@variantrule Heavily Obscured|XPHB} for 1 minute or until a strong current or similar effect disperses the ink.""]}]",,
Ogre,XMM,"[""L""]",giant,"[""C"", ""E""]",[11],"{""average"": 68, ""formula"": ""8d10 + 24""}","{""walk"": 40}",19,8,16,5,7,7,,,8,"[""Common"", ""Giant""]",2,,"[{""name"": ""Greatclub"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}13 ({@damage 2d8 + 4}) Bludgeoning damage.""]}, {""name"": ""Javelin"", ""entries"": [""{@atkr m,r} {@hit 6}, reach 5 ft. or range 30/120 ft. {@h}11 ({@damage 2d6 + 4}) Piercing damage.""]}]",,,,
Ogre Zombie,XMM,"[""L""]",undead,"[""N"", ""E""]",[8],"{""average"": 85, ""formula"": ""9d10 + 36""}","{""walk"": 30}",19,6,18,3,6,5,"{""wis"": ""+0""}",,8,"[""understands Common and Giant but can't speak""]",2,"[{""name"": ""Undead Fortitude"", ""entries"": [""If damage reduces the zombie to 0 {@variantrule Hit Points|XPHB}, it makes a Constitution saving throw ({@dc 5} plus the damage taken) unless the damage is Radiant or from a {@variantrule Critical Hit|XPHB}. On a successful save, the zombie drops to 1 {@variantrule Hit Points|XPHB|Hit Point} instead.""]}]","[{""name"": ""Slam"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}13 ({@damage 2d8 + 4}) Bludgeoning damage.""]}]",,,,
